Country Name,Country Code,Region,IncomeGroup,Year,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1963,46.88,17.34,,1262800000.00,274.79,,137.80,48.30,42.88,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1962,47.33,17.78,,1143600000.00,256.17,,140.90,47.75,41.66,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1961,47.84,18.24,,1076699900.00,248.31,,144.10,47.22,40.46,
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1960,48.40,18.70,,1043599899.00,247.84,,147.30,46.70,,
Guinea,GIN,Sub-Saharan Africa,Low income,2018,,,,10989800000.00,885.25,,64.90,,50.52,3.61
Guinea,GIN,Sub-Saharan Africa,Low income,2017,36.77,8.72,,9915310000.00,821.65,18.00,66.30,60.71,49.11,3.57
Guinea,GIN,Sub-Saharan Africa,Low income,2016,37.17,9.01,,8604520000.00,733.02,9.80,67.50,60.17,47.77,3.67
Guinea,GIN,Sub-Saharan Africa,Low income,2015,37.58,9.34,,8794200000.00,769.26,8.20,68.50,59.60,46.52,4.21
Guinea,GIN,Sub-Saharan Africa,Low income,2014,38.00,9.67,,8778470000.00,787.24,6.40,69.60,59.02,45.38,4.23
Guinea,GIN,Sub-Saharan Africa,Low income,2013,38.42,10.00,,8376610000.00,769.00,4.50,70.60,58.45,44.33,4.20
Guinea,GIN,Sub-Saharan Africa,Low income,2012,38.85,10.33,,7638050000.00,717.05,3.10,71.70,57.91,43.35,4.10
Guinea,GIN,Sub-Saharan Africa,Low income,2011,39.28,10.66,,6785140000.00,651.14,2.00,72.90,57.39,42.41,4.23
Guinea,GIN,Sub-Saharan Africa,Low income,2010,39.71,11.00,,6853470000.00,672.42,1.00,74.20,56.86,41.48,4.28
Guinea,GIN,Sub-Saharan Africa,Low income,2009,40.15,11.40,,6716900000.00,674.09,0.94,75.60,56.28,40.55,4.13
Guinea,GIN,Sub-Saharan Africa,Low income,2008,40.60,11.85,,6964180000.00,715.10,0.92,77.20,55.61,39.63,3.70
Guinea,GIN,Sub-Saharan Africa,Low income,2007,41.05,12.38,,6281920000.00,659.99,0.78,79.00,54.86,38.74,3.91
Guinea,GIN,Sub-Saharan Africa,Low income,2006,41.50,12.95,,4220020000.00,453.40,0.64,81.10,54.05,37.88,3.97
Guinea,GIN,Sub-Saharan Africa,Low income,2005,41.96,13.55,,2937070000.00,322.42,0.54,83.60,53.24,37.07,4.21
Guinea,GIN,Sub-Saharan Africa,Low income,2004,42.41,14.10,,3666350000.00,410.76,0.51,86.50,52.50,36.32,4.30
Guinea,GIN,Sub-Saharan Africa,Low income,2003,42.87,14.59,,3446440000.00,393.74,0.45,89.70,51.90,35.62,4.35
Guinea,GIN,Sub-Saharan Africa,Low income,2002,43.32,14.98,,2949640000.00,343.54,0.40,93.30,51.48,34.94,4.55
Guinea,GIN,Sub-Saharan Africa,Low income,2001,43.77,15.26,,2833440000.00,336.63,0.18,97.10,51.26,34.25,4.45
Guinea,GIN,Sub-Saharan Africa,Low income,2000,44.21,15.44,,2995360000.00,363.48,0.10,100.90,51.20,33.54,4.39
Guinea,GIN,Sub-Saharan Africa,Low income,1999,44.65,15.54,,3461280000.00,429.72,0.06,104.80,51.30,32.78,4.46
Guinea,GIN,Sub-Saharan Africa,Low income,1998,45.09,15.60,,3588380000.00,456.49,0.01,108.70,51.46,31.99,4.41
Guinea,GIN,Sub-Saharan Africa,Low income,1997,45.52,15.65,,3783790000.00,493.83,0.00,112.70,51.62,31.18,4.39
Guinea,GIN,Sub-Saharan Africa,Low income,1996,45.95,15.73,,3869030000.00,518.37,0.00,116.60,51.73,30.38,4.39
Guinea,GIN,Sub-Saharan Africa,Low income,1995,46.36,15.85,,3693750000.00,508.11,0.00,120.40,51.74,29.59,4.39
Guinea,GIN,Sub-Saharan Africa,Low income,1994,46.76,16.03,,3383220000.00,477.78,0.00,124.30,51.64,28.82,4.34
Guinea,GIN,Sub-Saharan Africa,Low income,1993,47.14,16.27,,3279060000.00,475.42,,128.20,51.41,28.07,4.21
Guinea,GIN,Sub-Saharan Africa,Low income,1992,47.50,16.58,,3284630000.00,489.07,,132.00,51.07,27.33,4.04
Guinea,GIN,Sub-Saharan Africa,Low income,1991,47.82,16.94,,3014890000.00,461.35,,135.70,50.59,26.60,3.89
Guinea,GIN,Sub-Saharan Africa,Low income,1990,48.10,17.38,,2666620000.00,419.79,0.00,139.20,49.99,25.85,
Guinea,GIN,Sub-Saharan Africa,Low income,1989,48.34,17.90,,2432030000.00,394.33,,142.40,49.25,25.10,
Guinea,GIN,Sub-Saharan Africa,Low income,1988,48.53,18.48,,2384300000.00,398.55,,145.30,48.40,24.35,
Guinea,GIN,Sub-Saharan Africa,Low income,1987,48.66,19.12,,2041540000.00,351.91,,148.20,47.47,23.61,
Guinea,GIN,Sub-Saharan Africa,Low income,1986,48.74,19.78,,1922600000.00,341.53,,151.00,46.50,22.91,
Guinea,GIN,Sub-Saharan Africa,Low income,1985,48.77,20.46,,,,,153.80,45.52,22.26,
Guinea,GIN,Sub-Saharan Africa,Low income,1984,48.73,21.14,,,,,156.50,44.56,21.68,
Guinea,GIN,Sub-Saharan Africa,Low income,1983,48.64,21.78,,,,,159.40,43.64,21.14,
Guinea,GIN,Sub-Saharan Africa,Low income,1982,48.51,22.39,,,,,162.30,42.78,20.66,
Guinea,GIN,Sub-Saharan Africa,Low income,1981,48.33,22.94,,,,,165.30,42.00,20.22,
Guinea,GIN,Sub-Saharan Africa,Low income,1980,48.11,23.44,,,,,168.50,41.30,19.83,
Guinea,GIN,Sub-Saharan Africa,Low income,1979,47.85,23.90,,,,,171.50,40.67,19.46,
Guinea,GIN,Sub-Saharan Africa,Low income,1978,47.57,24.33,,,,,174.60,40.08,19.14,
Guinea,GIN,Sub-Saharan Africa,Low income,1977,47.27,24.73,,,,,177.50,39.53,18.84,
Guinea,GIN,Sub-Saharan Africa,Low income,1976,46.95,25.12,,,,,180.30,39.00,18.55,
Guinea,GIN,Sub-Saharan Africa,Low income,1975,46.65,25.49,,,,,182.90,38.50,18.28,
Guinea,GIN,Sub-Saharan Africa,Low income,1974,46.35,25.83,,,,,185.30,38.04,18.00,
Guinea,GIN,Sub-Saharan Africa,Low income,1973,46.08,26.15,,,,,187.50,37.62,17.73,
Guinea,GIN,Sub-Saharan Africa,Low income,1972,45.83,26.44,,,,,189.50,37.26,17.46,
Guinea,GIN,Sub-Saharan Africa,Low income,1971,45.62,26.71,,,,,191.40,36.93,17.19,
Guinea,GIN,Sub-Saharan Africa,Low income,1970,45.45,26.95,,,,,193.20,36.66,16.91,
Guinea,GIN,Sub-Saharan Africa,Low income,1969,45.33,27.17,,,,,195.10,36.42,16.62,
Guinea,GIN,Sub-Saharan Africa,Low income,1968,45.26,27.39,,,,,197.00,36.22,16.33,
Guinea,GIN,Sub-Saharan Africa,Low income,1967,45.23,27.60,,,,,198.80,36.05,16.04,
Guinea,GIN,Sub-Saharan Africa,Low income,1966,45.24,27.82,,,,,200.70,35.89,15.75,
Guinea,GIN,Sub-Saharan Africa,Low income,1965,45.30,28.06,,,,,202.40,35.74,15.47,
Guinea,GIN,Sub-Saharan Africa,Low income,1964,45.39,28.32,,,,,204.20,35.59,15.20,
Guinea,GIN,Sub-Saharan Africa,Low income,1963,45.52,28.61,,,,,205.90,35.43,14.95,
Guinea,GIN,Sub-Saharan Africa,Low income,1962,45.68,28.93,,,,,,35.27,14.70,
Guinea,GIN,Sub-Saharan Africa,Low income,1961,45.85,29.28,,,,,,35.09,14.46,
Guinea,GIN,Sub-Saharan Africa,Low income,1960,46.03,29.66,,,,,,34.89,,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2018,,,,1458160000.00,777.97,,54.00,,66.65,4.06
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2017,35.70,9.81,,1346840000.00,736.73,3.93,55.70,57.67,65.01,4.03
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2016,36.27,10.01,,1178200000.00,661.01,3.76,57.50,57.33,63.39,4.22
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2015,36.82,10.24,,1047810000.00,603.16,3.54,59.50,56.96,61.78,4.32
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2014,37.35,10.50,,1053510000.00,622.48,3.32,61.60,56.56,60.19,4.28
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2013,37.84,10.78,,1045790000.00,634.48,3.10,63.80,56.12,58.62,4.47
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2012,38.30,11.08,,989328000.00,616.41,2.89,66.20,55.65,57.08,4.45
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2011,38.71,11.40,,1098380000.00,702.74,2.67,69.20,55.14,55.58,4.44
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2010,39.09,11.74,,849050000.00,557.63,2.45,72.30,54.63,54.15,4.38
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2009,39.42,12.08,,826799000.00,557.17,2.30,75.60,54.11,52.77,4.30
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,39.72,12.43,,864655000.00,597.58,2.35,79.00,53.61,51.46,3.86
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2007,40.00,12.77,,695990000.00,493.07,2.21,82.50,53.14,50.20,3.95
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2006,40.26,13.10,,591839000.00,429.62,2.06,86.10,52.69,48.99,4.23
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2005,40.52,13.42,,586796000.00,436.30,1.90,89.50,52.28,47.83,4.48
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2004,40.77,13.73,,531109000.00,404.35,1.81,92.90,51.88,46.71,4.65
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2003,41.01,14.05,,476388000.00,371.22,1.35,96.30,51.50,45.64,4.68
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2002,41.26,14.37,,415843000.00,331.49,1.02,99.50,51.12,44.61,4.74
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2001,41.53,14.70,,392278000.00,319.68,0.30,102.60,50.74,43.64,4.62
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2000,41.83,15.03,,370174000.00,308.14,0.23,105.50,50.37,42.72,4.68
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1999,42.17,15.37,,224447000.00,190.67,0.12,108.30,50.00,41.86,4.77
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1998,42.57,15.72,,206458000.00,178.85,0.02,111.10,49.64,41.05,4.56
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1997,43.02,16.07,,268551000.00,237.13,0.02,113.80,49.30,40.27,4.49
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1996,43.52,16.42,,270420000.00,243.44,,116.50,48.97,39.50,4.64
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1995,44.05,16.77,,253967000.00,233.24,,119.20,48.66,38.72,4.60
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1994,44.60,17.13,,235620000.00,220.96,,121.80,48.35,37.92,4.21
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1993,45.15,17.49,,236881000.00,227.02,,124.30,48.04,37.11,4.38
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1992,45.69,17.85,,226313000.00,221.80,,126.70,47.73,36.29,4.07
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1991,46.20,18.21,,257150000.00,257.79,,129.10,47.41,35.47,4.03
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1990,46.71,18.57,,243962000.00,250.15,0.00,131.50,47.10,34.68,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1989,47.24,18.93,,213143000.00,223.47,,134.00,46.78,33.92,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1988,47.81,19.28,,164458000.00,176.26,,136.40,46.48,33.18,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1987,48.39,19.63,,173836000.00,190.45,,138.70,46.19,32.46,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1986,48.95,19.96,,130225000.00,145.91,,141.10,45.91,31.74,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1985,49.43,20.27,,143856000.00,164.94,,143.80,45.63,31.02,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1984,49.75,20.57,,138479000.00,162.67,,,45.34,30.27,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1983,49.85,20.84,,163578000.00,197.03,,,45.05,29.52,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1982,49.70,21.09,,165524000.00,204.25,,,44.73,28.82,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1981,49.32,21.32,,154732000.00,194.92,,,44.40,28.23,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1980,48.73,21.52,,110654000.00,141.56,,,44.06,27.80,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1979,47.98,21.71,,118538000.00,153.01,,,43.70,27.55,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1978,47.15,21.89,,122667000.00,158.87,,,43.33,27.46,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1977,46.33,22.06,,114971000.00,148.98,,,42.97,27.44,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1976,45.55,22.23,,112386000.00,145.88,,,42.61,27.40,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1975,44.86,22.40,,108986000.00,142.28,,,42.26,27.24,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1974,44.26,22.56,,98775300.00,130.37,,,41.93,26.94,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1973,43.74,22.72,,89374200.00,119.78,,,41.60,26.54,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1972,43.28,22.88,,87702800.00,119.73,,,41.28,26.05,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1971,42.89,23.05,,78540100.00,109.33,,,40.96,25.55,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1970,42.58,23.22,,78733600.00,111.69,,,40.65,25.07,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1969,42.33,23.41,,,,,,40.33,24.62,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1968,42.14,23.62,,,,,,40.01,24.20,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1967,42.00,23.84,,,,,,39.68,23.80,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1966,41.91,24.09,,,,,,39.34,23.44,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1965,41.87,24.35,,,,,,39.00,23.11,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1964,41.87,24.63,,,,,,38.67,22.82,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1963,41.92,24.91,,,,,,38.35,22.58,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1962,42.03,25.20,,,,,,38.04,22.36,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1961,42.18,25.48,,,,,,37.75,22.15,
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1960,42.39,25.76,,,,,,37.48,,
Guyana,GUY,Latin America & Caribbean,Lower middle income,2018,,,,3610440000.00,4634.68,,25.10,,3.96,12.15
Guyana,GUY,Latin America & Caribbean,Lower middle income,2017,20.20,7.37,,3555210000.00,4586.05,37.33,25.90,69.62,3.94,12.12
Guyana,GUY,Latin America & Caribbean,Lower middle income,2016,20.43,7.28,,3504020000.00,4542.62,35.66,26.60,69.45,3.92,12.34
Guyana,GUY,Latin America & Caribbean,Lower middle income,2015,20.63,7.21,,3197230000.00,4166.13,34.00,27.40,69.26,3.90,12.55
Guyana,GUY,Latin America & Caribbean,Lower middle income,2014,20.79,7.16,,3077640000.00,4031.60,32.00,28.10,69.05,3.88,12.37
Guyana,GUY,Latin America & Caribbean,Lower middle income,2013,20.92,7.13,,2987680000.00,3934.87,31.00,28.80,68.82,3.86,12.28
Guyana,GUY,Latin America & Caribbean,Lower middle income,2012,21.01,7.12,,2861560000.00,3788.15,30.50,29.40,68.58,3.84,11.93
Guyana,GUY,Latin America & Caribbean,Lower middle income,2011,21.09,7.12,,2576020000.00,3425.44,30.00,30.00,68.32,3.82,11.74
Guyana,GUY,Latin America & Caribbean,Lower middle income,2010,21.18,7.14,,2273230000.00,3033.25,29.90,30.60,68.06,3.81,11.66
Guyana,GUY,Latin America & Caribbean,Lower middle income,2009,21.31,7.17,,2061320000.00,2756.82,23.90,31.10,67.79,3.80,11.40
Guyana,GUY,Latin America & Caribbean,Lower middle income,2008,21.51,7.20,,1916990000.00,2566.89,18.20,31.70,67.52,3.79,10.47
Guyana,GUY,Latin America & Caribbean,Lower middle income,2007,21.80,7.23,,1740180000.00,2331.20,13.80,32.30,67.25,3.79,10.48
Guyana,GUY,Latin America & Caribbean,Lower middle income,2006,22.19,7.25,,1458450000.00,1954.13,,32.90,66.97,3.79,10.70
Guyana,GUY,Latin America & Caribbean,Lower middle income,2005,22.66,7.28,,824881000.00,1105.50,,33.50,66.69,3.79,11.09
Guyana,GUY,Latin America & Caribbean,Lower middle income,2004,23.22,7.32,,787814000.00,1056.42,,34.20,66.41,3.79,11.58
Guyana,GUY,Latin America & Caribbean,Lower middle income,2003,23.84,7.37,,743064000.00,997.21,,34.90,66.12,3.79,11.76
Guyana,GUY,Latin America & Caribbean,Lower middle income,2002,24.47,7.45,,726131000.00,974.95,,35.60,65.83,3.78,11.81
Guyana,GUY,Latin America & Caribbean,Lower middle income,2001,25.10,7.54,,712168000.00,955.67,13.21,36.40,65.53,3.79,11.76
Guyana,GUY,Latin America & Caribbean,Lower middle income,2000,25.70,7.64,,712668000.00,954.40,6.61,37.10,65.24,3.79,11.86
Guyana,GUY,Latin America & Caribbean,Lower middle income,1999,26.26,7.74,,694755000.00,926.74,3.97,37.90,64.96,3.81,12.06
Guyana,GUY,Latin America & Caribbean,Lower middle income,1998,26.77,7.84,,717531000.00,951.91,0.26,38.80,64.71,3.83,11.84
Guyana,GUY,Latin America & Caribbean,Lower middle income,1997,27.21,7.92,,749138000.00,988.35,0.13,39.60,64.47,3.85,11.98
Guyana,GUY,Latin America & Caribbean,Lower middle income,1996,27.58,7.99,,705406000.00,927.20,0.07,40.50,64.26,3.86,12.21
Guyana,GUY,Latin America & Caribbean,Lower middle income,1995,27.87,8.04,,621627000.00,816.54,,41.40,64.06,3.87,12.29
Guyana,GUY,Latin America & Caribbean,Lower middle income,1994,28.06,8.09,,540875000.00,712.71,,42.40,63.89,3.86,12.47
Guyana,GUY,Latin America & Caribbean,Lower middle income,1993,28.16,8.13,,454101000.00,602.14,,43.40,63.73,3.83,12.23
Guyana,GUY,Latin America & Caribbean,Lower middle income,1992,28.20,8.18,,373573000.00,499.03,,44.50,63.58,3.80,11.90
Guyana,GUY,Latin America & Caribbean,Lower middle income,1991,28.21,8.23,,348533000.00,468.16,,45.50,63.43,3.78,11.95
Guyana,GUY,Latin America & Caribbean,Lower middle income,1990,28.24,8.29,,396582000.00,533.54,0.00,46.50,63.29,3.78,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1989,28.34,8.35,,379779000.00,509.37,,47.50,63.16,3.79,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1988,28.54,8.40,,413799989.00,551.26,,48.40,63.05,3.81,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1987,28.86,8.44,,354592000.00,468.14,,49.20,62.95,3.85,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1986,29.28,8.48,,504651000.00,660.15,,49.90,62.87,3.88,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1985,29.75,8.50,,453488000.00,588.61,,50.50,62.80,3.91,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1984,30.19,8.50,,437632000.00,564.53,,51.10,62.74,3.94,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1983,30.55,8.49,,489333000.00,628.20,,51.60,62.68,3.96,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1982,30.79,8.47,,482000000.00,616.96,,52.10,62.63,3.97,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1981,30.93,8.44,,570357000.00,729.61,,52.50,62.57,3.97,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1980,31.00,8.42,,603200000.00,773.18,,52.90,62.50,3.96,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1979,31.10,8.40,,530440000.00,683.33,,53.30,62.43,3.94,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1978,31.30,8.39,,507080000.00,658.44,,53.70,62.36,3.91,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1977,31.65,8.40,,449880000.00,590.07,,54.00,62.28,3.87,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1976,32.17,8.42,,454440000.00,602.63,,54.30,62.21,3.83,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1975,32.82,8.46,,494792000.00,663.40,,54.60,62.14,3.79,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1974,33.54,8.52,,433955000.00,588.14,,54.70,62.07,3.75,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1973,34.27,8.58,,307048000.00,420.66,,54.90,62.01,3.71,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1972,34.94,8.64,,285381000.00,395.29,,55.00,61.94,3.67,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1971,35.53,8.71,,282050000.00,395.20,,55.10,61.87,3.63,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1970,36.05,8.77,,267800000.00,379.89,,55.30,61.79,3.58,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1969,36.53,8.85,,249300000.00,358.32,,55.50,61.70,3.54,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1968,37.00,8.93,,229750000.00,334.84,,55.90,61.59,3.49,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1967,37.51,9.02,,250176000.00,370.15,,56.40,61.46,3.44,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1966,38.08,9.12,,228706000.00,344.17,,57.10,61.32,3.38,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1965,38.72,9.24,,213235000.00,327.11,,58.00,61.16,3.31,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1964,39.47,9.38,,194773000.00,305.36,,59.10,60.98,3.24,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1963,40.31,9.53,,175757000.00,282.31,,60.60,60.81,3.16,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1962,41.20,9.70,,194948000.00,321.55,,62.40,60.62,3.08,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1961,42.12,9.88,,185848000.00,315.39,,64.50,60.44,3.00,
Guyana,GUY,Latin America & Caribbean,Lower middle income,1960,43.02,10.07,,170215000.00,297.67,,66.90,60.26,,
Haiti,HTI,Latin America & Caribbean,Low income,2018,,,,9658080000.00,868.29,32.47,49.50,,403.60,13.53
Haiti,HTI,Latin America & Caribbean,Low income,2017,24.75,8.64,,8408250000.00,765.61,12.33,50.80,63.29,398.49,13.41
Haiti,HTI,Latin America & Caribbean,Low income,2016,25.16,8.76,,7975560000.00,735.76,12.23,52.10,62.90,393.32,13.65
Haiti,HTI,Latin America & Caribbean,Low income,2015,25.58,8.89,,8724660000.00,815.73,12.20,53.30,62.49,388.08,13.72
Haiti,HTI,Latin America & Caribbean,Low income,2014,26.00,9.04,39.06,8776350000.00,831.96,11.40,54.50,62.07,382.77,13.92
Haiti,HTI,Latin America & Caribbean,Low income,2013,26.42,9.19,43.84,8452510000.00,812.69,10.60,55.70,61.66,377.38,14.14
Haiti,HTI,Latin America & Caribbean,Low income,2012,26.84,9.33,46.14,7890220000.00,769.71,9.80,56.80,61.26,371.95,14.10
Haiti,HTI,Latin America & Caribbean,Low income,2011,27.25,9.48,31.29,7516830000.00,744.22,9.00,57.90,60.88,366.49,14.93
Haiti,HTI,Latin America & Caribbean,Low income,2010,27.65,9.63,24.52,6622540000.00,665.63,8.37,85.60,60.51,361.01,15.64
Haiti,HTI,Latin America & Caribbean,Low income,2009,28.05,9.78,35.93,6584650000.00,672.04,8.10,60.20,60.15,355.52,16.24
Haiti,HTI,Latin America & Caribbean,Low income,2008,28.44,9.94,23.74,6548530000.00,678.85,7.60,61.40,59.78,350.02,15.94
Haiti,HTI,Latin America & Caribbean,Low income,2007,28.84,10.11,25.49,5885330000.00,619.81,7.20,62.60,59.41,344.53,16.80
Haiti,HTI,Latin America & Caribbean,Low income,2006,29.24,10.29,37.67,4756200000.00,508.97,6.80,63.80,59.03,339.07,15.81
Haiti,HTI,Latin America & Caribbean,Low income,2005,29.64,10.47,37.30,4310360000.00,468.76,6.38,65.20,58.65,333.65,14.88
